30,35446
0,34446
0,34466
25,55544
25,55544
25,55444
0,55446
25,55444
0,55446
0,54446
0,54466
25,55444
0,55446
0,54446
0,54466
0,54446
0,54466
25,44466
25,44666
25,33355
25,33355
25,33355
25,33355
25,33555
25,33555
25,33555
0,33554
25,33555
25,33555
25,33555
0,33554
23,35555
0,35554
0,35554
0,35544
25,33555
25,33555
25,33555
0,33554
23,35555
0,35554
0,35554
0,35544
23,35555
0,35554
0,35554
0,35544
24,55554
25,55544
25,55544
25,55444
25,33355
25,33355
25,33355
0,33354
25,33555
0,33554
0,33554
0,33544
25,33555
0,33554
0,33554
0,33544
0,35554
0,35544
0,35544
0,35444
25,33555
0,33554
0,33554
0,33544
0,35554
0,35544
0,35544
0,35444
0,35554
0,35544
0,35544
0,35444
25,55544
25,55444
25,55444
0,54446
25,33555
25,33555
25,33555
0,33554
25,33555
0,33554
0,33554
0,33544
23,35555
0,35554
0,35554
0,35544
0,35554
0,35544
0,35544
0,35444
23,35555
0,35554
0,35554
0,35544
0,35554
0,35544
0,35544
0,35444
24,55554
25,55544
25,55544
25,55444
25,55544
25,55444
25,55444
0,54446
25,33555
0,33554
0,33554
0,33544
0,33554
0,33544
0,33544
25,33444
0,35554
0,35544
0,35544
0,35444
0,35544
0,35444
0,35444
0,34446
0,35554
0,35544
0,35544
0,35444
0,35544
0,35444
0,35444
0,34446
25,55544
25,55444
25,55444
0,54446
25,55444
0,54446
0,54446
25,44466
25,33555
25,33555
25,33555
0,33554
25,33555
0,33554
0,33554
0,33544
23,35555
0,35554
0,35554
0,35544
0,35554
0,35544
0,35544
0,35444
23,35555
0,35554
0,35554
0,35544
0,35554
0,35544
0,35544
0,35444
24,55554
25,55544
25,55544
25,55444
25,55544
25,55444
25,55444
0,54446
25,33555
0,33554
0,33554
0,33544
0,33554
0,33544
0,33544
25,33444
0,35554
0,35544
0,35544
0,35444
0,35544
0,35444
0,35444
0,34446
0,35554
0,35544
0,35544
0,35444
0,35544
0,35444
0,35444
0,34446
25,55544
25,55444
25,55444
0,54446
25,55444
0,54446
0,54446
25,44466
23,35555
0,35554
0,35554
0,35544
0,35554
0,35544
0,35544
0,35444
0,35554
0,35544
0,35544
0,35444
0,35544
0,35444
0,35444
0,34446
24,55554
25,55544
25,55544
25,55444
25,55544
25,55444
25,55444
0,54446
25,55544
25,55444
25,55444
0,54446
25,55444
0,54446
0,54446
25,44466
0,35554
0,35554
0,35544
0,35544
0,35544
0,35544
0,35444
30,35446
0,35544
0,35544
0,35444
30,35446
0,35444
30,35446
0,34446
0,34466
25,55544
25,55544
25,55444
0,55446
25,55444
0,55446
0,54446
0,54466
25,55444
0,55446
0,54446
0,54466
0,54446
0,54466
25,44466
25,44666
25,33555
25,33555
25,33555
0,33554
25,33555
0,33554
0,33554
0,33544
23,35555
0,35554
0,35554
0,35544
0,35554
0,35544
0,35544
0,35444
23,35555
0,35554
0,35554
0,35544
0,35554
0,35544
0,35544
0,35444
24,55554
25,55544
25,55544
25,55444
25,55544
25,55444
25,55444
0,54446
25,33555
0,33554
0,33554
0,33544
0,33554
0,33544
0,33544
25,33444
0,35554
0,35544
0,35544
0,35444
0,35544
0,35444
0,35444
0,34446
0,35554
0,35544
0,35544
0,35444
0,35544
0,35444
0,35444
0,34446
25,55544
25,55444
25,55444
0,54446
25,55444
0,54446
0,54446
25,44466
23,35555
0,35554
0,35554
0,35544
0,35554
0,35544
0,35544
0,35444
0,35554
0,35544
0,35544
0,35444
0,35544
0,35444
0,35444
0,34446
24,55554
25,55544
25,55544
25,55444
25,55544
25,55444
25,55444
0,54446
25,55544
25,55444
25,55444
0,54446
25,55444
0,54446
0,54446
25,44466
0,35554
0,35554
0,35544
0,35544
0,35544
0,35544
0,35444
30,35446
0,35544
0,35544
0,35444
30,35446
0,35444
30,35446
0,34446
0,34466
25,55544
25,55544
25,55444
0,55446
25,55444
0,55446
0,54446
0,54466
25,55444
0,55446
0,54446
0,54466
0,54446
0,54466
25,44466
25,44666
23,35555
0,35554
0,35554
0,35544
0,35554
0,35544
0,35544
0,35444
0,35554
0,35544
0,35544
0,35444
0,35544
0,35444
0,35444
0,34446
24,55554
25,55544
25,55544
25,55444
25,55544
25,55444
25,55444
0,54446
25,55544
25,55444
25,55444
0,54446
25,55444
0,54446
0,54446
25,44466
0,35554
0,35554
0,35544
0,35544
0,35544
0,35544
0,35444
30,35446
0,35544
0,35544
0,35444
30,35446
0,35444
30,35446
0,34446
0,34466
25,55544
25,55544
25,55444
0,55446
25,55444
0,55446
0,54446
0,54466
25,55444
0,55446
0,54446
0,54466
0,54446
0,54466
25,44466
25,44666
24,55554
24,55554
25,55544
25,55544
25,55544
25,55544
25,55444
0,55446
25,55544
25,55544
25,55444
0,55446
25,55444
0,55446
0,54446
0,54466
25,55544
25,55544
25,55444
0,55446
25,55444
0,55446
0,54446
0,54466
25,55444
0,55446
0,54446
0,54466
0,54446
0,54466
25,44466
25,44666
25,55544
25,55544
25,55544
0,55546
25,55444
0,55446
0,55446
0,55466
25,55444
0,55446
0,55446
0,55466
0,54446
0,54466
0,54466
0,54666
25,55444
0,55446
0,55446
0,55466
0,54446
0,54466
0,54466
0,54666
0,54446
0,54466
0,54466
0,54666
25,44466
25,44666
25,44666
0,46661
30
